basisOfRecord,datasetID,parentEventID,eventID,occurrenceID,verbatimEventDate,eventDate,eventTime,UTC_OFFSET,detectionBy,detection_confidence,identifiedBy,ID_confidence,kingdom,phylum,class,order,family,genus,species,taxonID,commonName,scientificName,filepath,mothbox,software,sheet,country,area,point,latitude,longitude,ground_height,deployment_name,deployment_date,collect_date,data_storage_location,crew,notes,schedule,habitat,image_id,label,bbox,segmentation
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_11_05_HDR0_0.jpg,adeptturca-2024-09-01--22-11-05-75344-80025-0,2024_09_01__22_11_05,2024-09-02T03:11:05-0500,03:11:05-0500,-5,Human,,ID_BioCLIP,0.9999902844429016,Animalia,Arthropoda,Insecta,Lepidoptera,,,,797,,Lepidoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_11_05_HDR0_0.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_11_05_HDR0_1.jpg,adeptturca-2024-09-01--22-11-05-75344-80025-1,2024_09_01__22_11_05,2024-09-02T03:11:05-0500,03:11:05-0500,-5,Human,,ID_BioCLIP,0.9996933341026306,Animalia,Arthropoda,Insecta,Hymenoptera,,,,1457,,Hymenoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_11_05_HDR0_1.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_11_05_HDR0_2.jpg,adeptturca-2024-09-01--22-11-05-75344-80025-2,2024_09_01__22_11_05,2024-09-02T03:11:05-0500,03:11:05-0500,-5,Human,,ID_BioCLIP,0.586757481098175,Animalia,Arthropoda,Insecta,Psocodea,,,,1002,,Psocoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_11_05_HDR0_2.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_12_05_HDR0_0.jpg,adeptturca-2024-09-01--22-12-05-75344-80025-0,2024_09_01__22_12_05,2024-09-02T03:12:05-0500,03:12:05-0500,-5,Human,,ID_BioCLIP,0.9999929070472717,Animalia,Arthropoda,Insecta,Lepidoptera,,,,797,,Lepidoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_12_05_HDR0_0.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_12_05_HDR0_1.jpg,adeptturca-2024-09-01--22-12-05-75344-80025-1,2024_09_01__22_12_05,2024-09-02T03:12:05-0500,03:12:05-0500,-5,Human,,ID_BioCLIP,0.9962365031242371,Animalia,Arthropoda,Insecta,Hymenoptera,,,,1457,,Hymenoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_12_05_HDR0_1.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_12_05_HDR0_2.jpg,adeptturca-2024-09-01--22-12-05-75344-80025-2,2024_09_01__22_12_05,2024-09-02T03:12:05-0500,03:12:05-0500,-5,Human,,ID_BioCLIP,0.27825427055358887,Animalia,Arthropoda,Insecta,Coleoptera,,,,1470,,Coleoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_12_05_HDR0_2.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_13_05_HDR0_0.jpg,adeptturca-2024-09-01--22-13-05-75344-80025-0,2024_09_01__22_13_05,2024-09-02T03:13:05-0500,03:13:05-0500,-5,Human,,ID_BioCLIP,0.999993622303009,Animalia,Arthropoda,Insecta,Lepidoptera,,,,797,,Lepidoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_13_05_HDR0_0.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_13_05_HDR0_1.jpg,adeptturca-2024-09-01--22-13-05-75344-80025-1,2024_09_01__22_13_05,2024-09-02T03:13:05-0500,03:13:05-0500,-5,Human,,ID_BioCLIP,0.9950832724571228,Animalia,Arthropoda,Insecta,Hymenoptera,,,,1457,,Hymenoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_13_05_HDR0_1.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_13_05_HDR0_2.jpg,adeptturca-2024-09-01--22-13-05-75344-80025-2,2024_09_01__22_13_05,2024-09-02T03:13:05-0500,03:13:05-0500,-5,Human,,ID_BioCLIP,0.8569685220718384,Animalia,Arthropoda,Insecta,Hemiptera,,,,809,,Hemiptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_13_05_HDR0_2.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_14_18_HDR0_0.jpg,adeptturca-2024-09-01--22-14-18-75344-80025-0,2024_09_01__22_14_18,2024-09-02T03:14:18-0500,03:14:18-0500,-5,Human,,ID_BioCLIP,0.999921441078186,Animalia,Arthropoda,Insecta,Lepidoptera,,,,797,,Lepidoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_14_18_HDR0_0.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_14_18_HDR0_1.jpg,adeptturca-2024-09-01--22-14-18-75344-80025-1,2024_09_01__22_14_18,2024-09-02T03:14:18-0500,03:14:18-0500,-5,Human,,ID_BioCLIP,0.9841414093971252,Animalia,Arthropoda,Insecta,Hymenoptera,,,,1457,,Hymenoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_14_18_HDR0_1.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_14_18_HDR0_2.jpg,adeptturca-2024-09-01--22-14-18-75344-80025-2,2024_09_01__22_14_18,2024-09-02T03:14:18-0500,03:14:18-0500,-5,Human,,ID_BioCLIP,0.894321620464325,Animalia,Arthropoda,Insecta,Diptera,,,,811,,Diptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_14_18_HDR0_2.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_14_18_HDR0_3.jpg,adeptturca-2024-09-01--22-14-18-75344-80025-3,2024_09_01__22_14_18,2024-09-02T03:14:18-0500,03:14:18-0500,-5,Human,,ID_BioCLIP,0.7144100069999695,,,,,,,,,,,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_14_18_HDR0_3.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_15_05_HDR0_0.jpg,adeptturca-2024-09-01--22-15-05-75344-80025-0,2024_09_01__22_15_05,2024-09-02T03:15:05-0500,03:15:05-0500,-5,Human,,ID_BioCLIP,0.9999969005584717,Animalia,Arthropoda,Insecta,Lepidoptera,,,,797,,Lepidoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_15_05_HDR0_0.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_15_05_HDR0_1.jpg,adeptturca-2024-09-01--22-15-05-75344-80025-1,2024_09_01__22_15_05,2024-09-02T03:15:05-0500,03:15:05-0500,-5,Human,,ID_BioCLIP,0.9995837807655334,Animalia,Arthropoda,Insecta,Hymenoptera,,,,1457,,Hymenoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_15_05_HDR0_1.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_15_05_HDR0_2.jpg,adeptturca-2024-09-01--22-15-05-75344-80025-2,2024_09_01__22_15_05,2024-09-02T03:15:05-0500,03:15:05-0500,-5,Human,,ID_BioCLIP,0.8476628661155701,Animalia,Arthropoda,Insecta,Hemiptera,,,,809,,Hemiptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_15_05_HDR0_2.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_16_05_HDR0_0.jpg,adeptturca-2024-09-01--22-16-05-75344-80025-0,2024_09_01__22_16_05,2024-09-02T03:16:05-0500,03:16:05-0500,-5,Human,,ID_BioCLIP,0.9999898672103882,Animalia,Arthropoda,Insecta,Lepidoptera,,,,797,,Lepidoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_16_05_HDR0_0.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_16_05_HDR0_1.jpg,adeptturca-2024-09-01--22-16-05-75344-80025-1,2024_09_01__22_16_05,2024-09-02T03:16:05-0500,03:16:05-0500,-5,Human,,ID_BioCLIP,0.996153712272644,Animalia,Arthropoda,Insecta,Hymenoptera,,,,1457,,Hymenoptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_16_05_HDR0_1.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
machine_observation,{'$oid': '67364ff69813d5c4453a24d2'},PEA_PeaPorch_AdeptTurca_2024-09-01,adeptTurca_2024_09_01__22_16_05_HDR0_2.jpg,adeptturca-2024-09-01--22-16-05-75344-80025-2,2024_09_01__22_16_05,2024-09-02T03:16:05-0500,03:16:05-0500,-5,Human,,ID_BioCLIP,0.7362943291664124,Animalia,Arthropoda,Insecta,Hemiptera,,,,809,,Hemiptera,C:\Users\andre\Desktop\Mothbox data\PEA_PeaPorch_AdeptTurca_2024-09-01\2024-09-01\patches\adeptTurca_2024_09_01__22_16_05_HDR0_2.jpg,AdeptTurca,4.12,White felt / Fieltro blanco,Panama,PEA,PeaPorch,7.53448,-80.025703,0.5,PEA_PeaPorch_AdeptTurca_2024-09-01,2024-09-01,9/2/2024,\\u407120.your-storagebox.de\backup\moths\Panama\PEA_PeaPorch_AdeptTurca_2024-09-01,AQ,,programA,residential backyard,,,,
